chroma_stft,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
0.35272926,2244.237913541698,2046.7943708827745,4136.706936743952,0.12969830069124424,-319.4309,57.750217,-28.328737,0.4205986,-6.600864,-12.802761,-13.091682,-8.365629,-8.240674,1.4631692,-8.362946,-19.81048,-12.498328,-7.478195,-8.263593,-5.1436734,-11.281612,-7.8616233,-13.977925,-5.640667,neg
0.52059484,2135.5363530965724,1885.9319636668995,3778.5426363031916,0.13814203789893617,-594.8164,101.6687,-54.66381,18.84409,-16.088493,-12.322593,6.530085,-7.9514647,-7.037236,-16.52954,-14.425305,-16.646242,-9.322883,-5.347117,-5.102553,-2.3902915,-7.422722,-3.361458,-8.250667,-6.9910283,neg
0.43960595,2087.264392905365,1818.7022199540495,4005.7603930995474,0.3243104408229638,-375.8395,42.16764,-18.416721,4.0089803,-6.096913,-12.251415,-3.7372196,-0.33279902,-2.4194875,3.8018482,0.11380646,-2.677741,5.0439777,-0.38944492,-2.404835,-0.35921106,-2.2359917,-1.4820198,0.9735547,-1.810477,neg
0.2531922,1299.3947753695454,850.1231888501233,2279.80224609375,0.08002232142857142,-686.55493,13.321389,-13.91004,11.156233,-9.086118,7.1457253,-7.541786,-1.186647,1.1700331,-6.683066,1.5652839,-2.5211484,-2.1165426,-2.9864879,-1.7871546,-2.9867513,-1.6881597,-0.40504918,-3.1146677,-1.0455312,neg
0.43844563,2921.1846940983833,2243.432774979138,5378.9462890625,0.1997482638888889,-293.54404,45.580166,-21.220306,3.8765364,-28.069975,7.8940377,-20.684465,-2.6771863,-10.446834,-14.716019,-5.793091,-17.637962,-5.535507,-7.8101015,-9.848208,-1.6983554,-4.7634387,-3.922282,-6.9800835,-0.31159964,neg
0.38847947,1873.7189196075733,1958.9197996016642,3441.9740188953488,0.09924978803294573,-314.0299,74.37736,-11.129129,-2.4453855,6.5443377,11.554807,-11.23132,-15.660987,-22.610859,-7.102768,-10.485305,-11.872947,-11.278757,-11.136574,-10.192977,-6.465023,-7.187806,-6.891742,-8.701208,-5.9864926,neg
0.3840302,1808.9383091778463,1333.2261297674258,3329.2415889616937,0.1308625252016129,-345.53494,73.29784,-35.689613,7.068548,-31.599949,9.113583,0.9854014,-13.202363,-10.042039,-8.778445,2.1618183,-9.819418,-9.764168,-7.5373907,-8.519249,-10.829845,-7.6756425,-9.734214,-5.87259,-4.769922,neg
0.48426524,3282.6517160259373,2890.8198405999487,6758.356355365954,0.1699925472861842,-370.575,50.73292,2.6729157,7.7505584,1.6630892,12.716405,4.542291,-7.579625,-10.67737,2.3957105,5.193387,5.178185,-1.0552433,-4.4834085,-2.0802276,2.6718135,-4.07602,-2.613815,-3.3744702,-2.6626265,neg
0.4585319,3022.732177201715,2747.509676676252,6266.229823850236,0.1805197277908805,-313.86874,55.927586,-10.727628,6.44457,-7.1732078,-9.581211,-13.95119,-9.707312,-3.3153524,-20.671371,-12.984811,-10.312394,-8.171266,4.286367,-5.980138,-8.76522,-11.859641,-5.498097,-10.401802,-7.6632147,neg
0.17352246,1047.4793310608443,725.9137002415629,1821.708984375,0.06409165111940299,-431.58,26.073141,-13.713325,10.554074,-12.6871805,2.4731994,-6.5350776,-3.5722752,-5.085054,-10.603434,-5.7619157,-5.458856,-0.98888505,-1.796605,0.08311727,-3.6616218,-3.186593,-2.2830703,-2.8475306,-3.092535,neg
0.40530822,2704.8613872416486,2088.697962119734,4764.0375092273625,0.222411468585958,-279.70212,55.01719,-11.516664,-6.4443007,-27.402029,13.9029255,-11.656727,-9.672528,-10.634515,-16.864138,-8.609901,-5.8625975,-10.849689,-7.7438087,-3.764227,-4.872073,-5.5153275,-3.1482942,-3.8005476,-1.4541497,neg
0.48522663,3180.3322495062844,2374.8407410865316,5901.917363556338,0.23257317341549297,-415.03168,30.56342,-3.6737773,11.025173,-11.705133,2.8346598,-9.956599,-5.7980623,-14.706856,-4.6104503,-3.9424767,-4.801595,-5.6397085,-1.1401528,-1.3797151,0.15843235,-1.2098169,-2.7735868,-1.381565,-3.8500755,neg
0.5988942,3637.304774412168,2426.9063000391484,6415.015795406879,0.34227860213926176,-574.0172,15.086534,-13.59074,5.119054,-6.8862443,7.878854,-8.385219,-4.7318144,-3.2194428,2.1489906,0.2652727,-4.646346,-0.53967685,-2.7362564,-1.9732552,-1.292201,-1.5246332,-4.3296328,0.15166469,-0.00078594923,neg
